type,ID,Classification,sequence_length,k-mer_match
C,M01771:9:000000000-L7C7K:1:1105:26919:6022,Catenibacterium mitsuokai (taxid 100886),301,0:6 562:3 0:7 526525:5 2810280:9 135858:4 2810280:7 135858:11 526525:5 135858:1 526525:3 1239:1 526525:10 2:40 526525:7 1783272:5 526525:2 0:1 525909:5 0:33 135858:6 1239:1 135858:15 100886:16 2810280:4 100886:6 0:5 1239:3 0:16 128827:1 0:29
C,M01771:9:000000000-L7C7K:1:1105:23322:6022,Candidatus Portiera aleyrodidarum (taxid 91844),301,2:2 2697027:1 0:3 131567:7 2:8 1236:8 91844:51 1236:2 2:24 1236:8 91844:2 1236:5 91844:91 1236:1 91844:1 2:5 91844:1 1236:5 2:5 1236:24 2:2 0:2 2:5 0:4
C,M01771:9:000000000-L7C7K:1:1105:19929:6022,Geodermatophilus obscurus DSM 43160 (taxid 526225),301,0:15 1236:2 2:12 1783272:1 85030:5 1783272:5 85030:1 1760:6 85030:10 2:3 1760:1 2:5 1760:7 2:43 1760:9 85030:1 1760:5 526225:4 85030:4 526225:18 1760:6 1860:1 1760:1 1860:1 1760:5 2:3 1760:5 1860:1 1760:5 526225:8 1760:5 526225:9 1760:1 526225:8 2:37 131567:12 2:2
C,M01771:9:000000000-L7C7K:1:1105:6141:6022,Segatella copri (taxid 165179),301,2697027:4 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:19 0:1 2:7 0:12 2:4 0:7 165179:5 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 0:3
C,M01771:9:000000000-L7C7K:1:1105:19406:6022,Succinivibrio dextrinosolvens (taxid 83771),301,2:5 0:12 2:3 1236:3 83771:5 1236:1 83771:48 0:8 2:2 517418:5 0:1 2:4 0:5 2:4 0:3 83771:22 0:39 1224:1 0:3 28065:5 2:1 83771:2 1224:3 1236:7 0:15 83771:1 0:1 83771:5 0:5 1236:20 131567:1 2:1 1236:5 2:12 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:24229:6023,Sodalis ligni (taxid 2697027),301,0:5 2697027:4 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:24624:6023,Segatella copri (taxid 165179),301,0:2 2:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:20436:6023,Segatella copri (taxid 165179),301,2:2 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:21414:6023,Megamonas funiformis (taxid 437897),301,0:15 158846:8 1843491:5 158846:5 1843491:5 2:8 1239:3 0:7 1239:1 0:25 1783272:2 2:22 1239:3 2:7 1239:2 2:5 1239:8 437897:31 1843491:23 437897:21 1843491:7 158846:4 1843491:1 2:2 0:2 1239:7 0:13 1239:3 0:5 1239:7 2:10
C,M01771:9:000000000-L7C7K:1:1105:22019:6023,Butyrivibrio crossotus (taxid 45851),301,2:9 131567:5 2:94 1239:16 186803:5 45851:5 186803:6 45851:20 186803:23 45851:27 186801:2 45851:5 186801:4 2:1 186801:7 2:8 186801:2 2:25 131567:3
C,M01771:9:000000000-L7C7K:1:1105:15793:6023,Segatella copri (taxid 165179),301,0:15 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:24 0:3 165179:7 0:7 165179:5 0:1 165179:1 0:10 165179:1 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:2 0:9 2:7 0:3 171552:5 0:6 171552:8 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:10378:6023,Xanthomonas albilineans (taxid 29447),301,2:4 0:9 1117:2 0:5 1882831:3 0:64 2:15 29447:4 0:11 2760438:1 0:63 29447:35 2:5 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:2
C,M01771:9:000000000-L7C7K:1:1105:27455:6023,Rubrobacter xylanophilus (taxid 49319),301,0:80 3135646:5 0:5 2:16 1783272:2 0:114 1783272:3 0:4 49319:5 1783272:2 0:2 1670830:1 2:4 0:2 2:1 1783270:7 2:5 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:22830:6023,Sodalis ligni (taxid 2697027),301,131567:3 0:2 2697027:4 91347:5 1236:2 2:108 0:15 2:7 0:8 1236:1 2:14 131567:9 2:53 131567:8 2:18 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:25786:6023,Ligilactobacillus ruminis (taxid 1623),301,0:1 2697027:5 0:10 1239:8 2:5 1239:5 33958:1 91061:5 1783272:2 2:5 1783272:11 2:3 1783272:1 2:5 1783272:5 2:55 1783272:5 186826:3 91061:1 2:2 91061:5 2:4 2767887:4 1623:13 2767887:2 1783272:5 33958:1 1623:7 2:9 1783272:3 33958:5 91061:3 33958:9 1783272:1 33958:1 1783272:5 91061:1 1783272:5 2:2 1783272:1 2:27 0:5 2:3 0:8
C,M01771:9:000000000-L7C7K:1:1105:15863:6023,Aquisediminimonas profunda (taxid 1550733),301,2:2 2697027:1 0:3 131567:7 2:108 204457:7 0:4 1550733:3 204457:5 1550733:5 2:5 1550733:1 41297:1 1550733:6 41297:5 28211:5 2:4 28211:8 2:3 1550733:5 0:3 41297:1 2:5 0:4 2:2 204457:9 2644732:4 1224:1 2:50
C,M01771:9:000000000-L7C7K:1:1105:24411:6023,Roseomonas marmotae (taxid 2768161),301,2:2 0:4 1224:2 2:18 433:33 2:5 28211:4 2:7 28211:8 2:26 28211:7 433:5 125216:8 2768161:4 433:5 2768161:7 125216:5 2768161:11 125216:11 1224:2 125216:3 2768162:6 0:18 433:2 186814:9 2:17 28211:5 433:2 28211:18 2:13
C,M01771:9:000000000-L7C7K:1:1105:12502:6023,Parabacteroides merdae (taxid 46503),301,70255:2 1351:1 0:1 1351:4 2:5 976:1 2:7 171549:5 2005525:5 375288:17 200643:5 375288:6 976:5 171549:3 200643:3 171549:10 2:1 171549:7 976:2 2:1 171549:4 976:9 171549:10 375288:30 171549:5 375288:10 171549:1 2005525:3 375288:5 976:6 375288:1 171549:1 976:3 375288:4 46503:7 375288:1 46503:10 976:2 46503:14 2:2 976:2 2:35 131567:5 2:6
C,M01771:9:000000000-L7C7K:1:1105:5930:6024,Candidatus Chlorohelix allophototropha (taxid 3003348),301,131567:5 2:23 515635:5 0:2 488538:5 0:21 2:5 0:1 2:23 200795:1 2:1 200795:1 2:9 200795:4 3003348:5 2:5 3003348:2 0:53 2:5 91061:1 0:45 2:1 0:2 661478:5 2:11 186801:5 2:12 0:2 2:5 0:2
C,M01771:9:000000000-L7C7K:1:1105:17316:6024,Nodosilinea sp. E11 (taxid 3037479),301,2:6 131567:2 0:2 1117:12 2:9 3028117:11 1783272:2 3028117:33 2:48 3028117:2 0:38 3037479:1 0:1 3037479:5 0:51 3028117:1 0:1 1783272:2 0:40
C,M01771:9:000000000-L7C7K:1:1105:4899:6024,Clostridium estertheticum subsp. estertheticum (taxid 1552),301,2:1 0:2 2697027:4 91347:5 2:29 1239:7 2:5 1239:1 2:11 1239:2 31979:5 1239:1 1783272:8 2:39 1239:6 0:5 2068654:2 0:9 1485:5 0:13 1485:17 2:2 1485:5 1552:9 2709429:2 0:29 1485:5 2:9 186801:5 0:5 2:7 0:7 131567:1 0:3 131567:1
C,M01771:9:000000000-L7C7K:1:1105:25247:6024,Anaerobutyricum hallii (taxid 39488),301,2:4 0:4 562:2 91347:5 2:18 186801:2 2:5 39488:10 186803:5 39488:6 2:7 186801:2 2:39 186801:9 1239:5 39488:30 0:3 39488:2 0:29 39488:5 0:10 2:3 39488:10 186803:5 1783272:3 186801:2 2:8 186801:19 2:1 186801:5 2:2 1239:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:8770:6024,Aristaeella hokkaidonensis (taxid 3046382),301,204429:1 562:6 131567:3 0:7 2:5 0:3 2:10 1239:2 2:3 3046369:6 0:13 1783272:3 0:1 2:5 0:8 1239:2 0:35 28211:5 3046369:2 2:5 0:2 186801:1 1783272:5 0:9 3046369:36 3046382:12 0:15 3046369:4 0:2 2:10 0:20 2:1 0:25
C,M01771:9:000000000-L7C7K:1:1105:21074:6024,Alistipes shahii WAL 8301 (taxid 717959),301,131567:12 2:16 239759:29 976:1 239759:31 976:1 239759:13 976:3 171549:2 239759:42 717959:1 239759:1 717959:5 239759:49 2:5 976:1 2:43 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:12367:6024,Klebsiella pneumoniae (taxid 573),301,0:6 2697027:1 0:11 2:3 573:3 2:5 573:1 2:31 1236:5 0:12 2:5 0:5 2:5 1236:1 2:32 1236:1 1224:5 1236:9 91347:7 1236:8 91347:2 2:1 1224:12 131567:9 2:7 91347:1 1236:5 91347:2 2:11 1236:4 2:5 1236:2 2:16 131567:8 2:10 562:1 0:6 2:1 0:7 90105:1
C,M01771:9:000000000-L7C7K:1:1105:12569:6024,Anaerostipes sp. PC18 (taxid 3036926),301,2:4 2697027:6 91347:5 2:13 1239:12 186801:1 1239:5 2:1 1239:4 2:41 3036926:2 0:3 2:4 0:8 1239:7 0:7 186801:99 2:1 186801:7 2:8 186801:2 2:25 131567:2
C,M01771:9:000000000-L7C7K:1:1105:8404:6024,Sodalis ligni (taxid 2697027),301,2:1 2697027:1 0:3 131567:7 2:110 1236:30 1224:1 1236:2 1224:12 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:22883:6024,Segatella copri (taxid 165179),301,0:2 2:5 0:13 976:5 0:39 171552:1 0:5 815:2 200643:2 2:39 165179:5 0:7 165179:1 0:15 165179:5 0:3 165179:16 171552:21 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:16255:6024,Agathobaculum sp. NTUH-O15-33 (taxid 3079302),301,131567:1 0:4 562:2 91347:5 1236:2 2:16 1760:7 0:6 186801:1 186802:14 2:5 186802:4 2:7 1239:7 2:25 3079302:2 186801:5 3079302:9 186802:5 0:77 1550024:2 0:10 2:2 0:1 2:1 0:4 2:6 186801:7 186802:1 2:10 0:9 2:5 0:1 492670:3 0:1
C,M01771:9:000000000-L7C7K:1:1105:27218:6024,Escherichia coli (taxid 562),301,562:5 0:10 2:51 0:4 2:12 1224:2 2:86 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:9743:6024,Xanthomonas albilineans (taxid 29447),301,0:15 1117:7 3028117:8 2:1 3028117:2 0:29 2183911:1 0:16 2975055:5 1236:1 2:1 1236:1 2:17 29447:4 0:75 29447:4 0:9 29447:5 0:4 29447:2 0:16 29447:6 0:2 2:7 0:9 2:20
C,M01771:9:000000000-L7C7K:1:1105:26535:6024,Escherichia coli (taxid 562),301,131567:1 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:6963:6025,Rubellicoccus peritrichatus (taxid 3080537),301,0:5 2661922:1 1886:3 414999:7 0:13 1239:1 0:17 267748:1 0:4 2725268:5 0:10 75906:1 0:26 309798:4 0:5 2:4 0:3 415001:7 0:2 697281:5 0:98 3080537:1 415001:1 3080537:9 0:5 414999:2 0:19 2:5 414999:3
C,M01771:9:000000000-L7C7K:1:1105:25386:6025,Kocuria palustris (taxid 71999),301,0:3 1351:1 0:5 2:18 1760:5 201174:1 1760:1 2:5 1783272:1 1760:6 2:9 1783272:5 2:62 1760:19 2:4 85006:5 71999:3 57493:4 1760:5 1268:4 85006:3 1268:1 57493:5 1760:22 2:35 1760:5 2:1 1760:1 2:3 1760:3 2:5 1760:7 2:7 131567:3
C,M01771:9:000000000-L7C7K:1:1105:10086:6025,Cellvibrio sp. PSBB006 (taxid 1987723),301,2:1 131567:1 2:3 131567:7 2:25 0:1 1224:6 1217416:4 1236:5 0:1 1236:3 0:2 2699430:5 1236:3 2:41 1236:6 0:53 131567:1 0:3 131567:5 91347:1 2:5 1236:7 2762896:2 2:5 1987723:8 0:1 2:6 1236:5 46913:1 2:1 469:1 1236:3 0:2 1236:11 2:1 131567:1 2:1 1236:5 2:12 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:4690:6025,Segatella copri (taxid 165179),301,0:1 2:3 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:3
C,M01771:9:000000000-L7C7K:1:1105:14796:6025,Sodalis ligni (taxid 2697027),301,2:1 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:3 131567:4
C,M01771:9:000000000-L7C7K:1:1105:24752:6025,Sodalis ligni (taxid 2697027),301,2:4 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:16715:6025,Nannocystis poenicansa (taxid 2995304),301,2:1 0:4 562:2 91347:5 1236:2 2:16 0:33 3016050:5 0:4 2:28 2995304:58 0:15 2995304:5 0:3 2995304:1 0:7 2995304:24 2:6 2995304:8 0:8 2:1 502025:1 2995304:3 0:2 502025:1 2:5 0:12 2:2 543:1 2:3 29474:1
C,M01771:9:000000000-L7C7K:1:1105:11364:6025,Lacrimispora xylanisolvens (taxid 384636),301,2:2 562:6 91347:5 2:18 1239:2 2:5 186803:1 2:5 186803:1 1239:3 186803:5 2:1 1239:1 0:4 3066313:5 0:1 2:3 0:22 2:3 0:6 2:7 0:8 1239:2 0:5 186801:5 0:1 384636:1 0:6 384636:6 0:23 2:5 0:70 186801:1 0:5 186801:6 2:1 186801:5 0:11
C,M01771:9:000000000-L7C7K:1:1105:18306:6025,Segatella hominis (taxid 2518605),301,0:16 171552:15 2974251:6 2518605:3 171552:5 2518605:5 171552:5 2518605:1 171552:5 2974251:1 171552:5 2:43 2518605:7 2974251:5 2518605:37 2974251:3 2518605:21 2974251:5 2518605:3 2974251:4 171552:7 2974251:9 171552:11 2:9 0:8 171549:4 0:2 171552:5 0:1 171549:1 0:7 171552:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:3708:6025,Lactobacillus acidophilus (taxid 1579),301,0:4 2697027:3 0:3 1239:15 2:5 1239:5 33958:1 91061:5 1783272:2 2:5 1783272:11 2:3 1783272:1 2:7 0:16 1783272:7 0:2 2:1 0:1 2:12 1783272:15 2:1 1783272:1 2:1 91061:2 33958:13 2:1 33958:36 2:3 33958:14 2:3 91061:5 2:4 91061:2 2:5 0:1 2:5 0:1 2:1 0:1 2:2 0:5 2:6 0:4 91061:3 1579:1 2:21 131567:1
C,M01771:9:000000000-L7C7K:1:1105:20130:6025,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000661 (taxid 1182172),301,2:3 131567:1 2:3 131567:7 2:155 131567:9 2:53 0:19 2:5 1182172:2 131567:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:9429:6025,Segatella copri (taxid 165179),301,562:3 0:10 762982:5 171549:3 762982:5 171552:5 0:27 838:3 2937774:5 838:2 200643:2 2:39 165179:7 2974251:5 165179:39 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:4
C,M01771:9:000000000-L7C7K:1:1105:14052:6025,Defluviicoccus vanus (taxid 111831),301,2:1 131567:1 2:3 131567:7 2:3 1236:11 0:22 2:5 0:1 2:9 111831:1 2:10 28211:5 204441:3 2:26 204441:7 2:5 0:51 29570:2 0:42 2:20 28211:3 0:5 111831:5 28211:4 111831:3 2:2 111831:5 2:5
C,M01771:9:000000000-L7C7K:1:1105:7019:6025,Aquibium oceanicum (taxid 1670800),301,2:1 131567:1 2:3 131567:7 2:155 131567:9 2:8 0:7 2:5 0:6 2:9 1224:1 1670800:4 2:13 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:13977:6025,Enterococcus faecalis (taxid 1351),301,2:4 1351:1 0:45 816:2 0:40 2:5 0:130 2:4 0:5 2:2 0:1 2:1 0:6 1239:5 2:14 131567:2
C,M01771:9:000000000-L7C7K:1:1105:5529:6025,Phascolarctobacterium faecium (taxid 33025),301,131567:3 0:2 2697027:4 91347:5 2:28 3085636:1 3046369:2 186802:1 1239:9 0:10 2024979:1 0:8 2:7 0:3 1783272:7 2:3 1239:2 2:4 1783272:7 2:1 0:5 1239:4 2:5 1239:2 186801:1 1239:5 33025:10 0:38 2:8 0:7 2:5 0:19 2:3 0:1 2:5 0:4 2:7 1239:1 2:2 356322:5 2:19 131567:3
C,M01771:9:000000000-L7C7K:1:1105:5585:6026,Yersinia pestis str. Pestoides B (taxid 748678),301,0:1 2:5 131567:1 2:3 131567:7 2:155 131567:9 2:13 0:2 2:5 0:4 748678:2 0:10 562:1 91347:5 2:1 91347:10 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:16565:6026,Bacteroides helcogenes P 36-108 (taxid 693979),301,2697027:4 0:10 2:5 0:8 693979:5 0:33 816:3 0:1 200643:2 2:34 171549:3 976:2 815:52 2:22 815:5 2:2 815:19 976:3 815:5 171549:1 976:2 2:29 0:12 2:2 0:3
C,M01771:9:000000000-L7C7K:1:1105:12141:6026,Bacillus anthracis (taxid 1392),301,2:3 0:4 562:2 91347:5 1236:2 2:24 1783272:5 91061:1 2:19 1239:4 2:36 1239:10 1385:10 2:5 1385:4 1239:6 1385:1 1239:1 1385:3 0:5 186817:10 1385:1 186817:18 1385:5 186817:14 1385:4 1239:4 91061:1 1239:1 2:36 1392:1 0:20 131567:2
C,M01771:9:000000000-L7C7K:1:1105:18854:6026,Sodalis ligni (taxid 2697027),301,0:1 2:5 2697027:6 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:18 131567:5 2:2
C,M01771:9:000000000-L7C7K:1:1105:11646:6026,Segatella copri (taxid 165179),301,0:14 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:1 0:15 165179:5 0:3 165179:10 2974251:5 165179:20 171552:2 2974251:5 165179:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:16415:6026,Escherichia coli (taxid 562),301,2:1 0:4 562:2 91347:5 1236:2 2:153 131567:9 2:53 131567:8 2:11 0:5 543:2 0:5 2:2 543:1 2:3 29474:1
C,M01771:9:000000000-L7C7K:1:1105:18724:6026,Ligilactobacillus ruminis (taxid 1623),301,2:2 131567:5 1202962:3 2:15 33958:5 2:98 1783272:5 186826:3 91061:1 2:2 91061:5 0:13 1623:3 0:7 1783272:5 33958:1 1623:7 2:9 1783272:3 33958:5 91061:3 33958:9 1783272:1 33958:1 1783272:5 91061:1 1783272:5 2:2 1783272:1 2:42
C,M01771:9:000000000-L7C7K:1:1105:7692:6026,Segatella copri DSM 18205 (taxid 537011),301,0:14 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:34 2974251:6 537011:8 165179:5 537011:5 171552:3 2974251:5 537011:4 2974251:3 171552:7 2974251:9 171552:11 2:9 171552:6 0:21 171552:1 0:9 2:1
C,M01771:9:000000000-L7C7K:1:1105:14534:6026,Dorea longicatena (taxid 88431),301,131567:4 0:4 562:2 91347:5 2:25 186803:11 1239:5 186803:1 1239:3 2:49 186801:2 2:12 186803:7 88431:24 186803:16 1783272:1 186801:3 186803:5 2:8 88431:6 186803:1 88431:11 186803:1 88431:6 186801:2 186803:5 186801:3 2:1 186801:7 2:8 186801:2 2:11 0:7 2841656:2 2:5 2841656:1 131567:1
C,M01771:9:000000000-L7C7K:1:1105:10014:6026,Phocaeicola vulgatus (taxid 821),301,0:1 131567:5 0:3 2:7 171549:5 2:3 909656:43 171549:3 815:1 200643:2 2:34 171549:3 976:2 171549:7 909656:9 821:14 909656:1 821:19 0:10 2:5 0:1 2:1 0:9 909656:5 0:1 909656:24 0:15 2:5 0:3 2:18 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:12434:6026,Parabacteroides merdae (taxid 46503),301,70255:4 0:4 2:7 976:1 2:7 171549:5 2005525:5 375288:17 200643:5 375288:6 976:5 171549:3 200643:3 171549:10 2:1 171549:7 976:2 2:1 171549:4 976:9 171549:10 375288:30 171549:5 375288:10 171549:1 2005525:3 375288:5 976:6 375288:1 0:4 375288:4 46503:7 0:14 46503:13 2:2 976:2 2:35 131567:5 2:4
C,M01771:9:000000000-L7C7K:1:1105:20407:6026,Acaryochloris sp. 'Moss Beach' (taxid 2740837),301,2:1 0:4 131567:7 2:25 28211:20 2:27 0:10 2:4 0:5 2740837:2 0:1 3028117:5 2:1 3028117:1 1117:2 3028117:5 0:3 155977:5 0:88 3028117:2 2:15 1783272:2 2:5 942:3 0:6 3028117:1 2:17
C,M01771:9:000000000-L7C7K:1:1105:6938:6026,Azospirillum argentinense (taxid 2970906),301,2:1 0:2 2970906:9 0:5 1202536:3 0:57 28211:2 2:2 0:86 2640676:6 0:33 157:1 0:8 1236:5 2:15 2493639:3 2:14 0:8 2:2 0:1 2:1 0:3
C,M01771:9:000000000-L7C7K:1:1105:9019:6027,Faecalibacterium prausnitzii (taxid 853),301,2:7 131567:5 2:99 186801:1 2:1 1783272:7 186803:2 0:17 29430:5 0:1 29430:15 2:20 29430:4 0:24 853:3 0:6 2:1 186801:1 2:1 186801:7 2:8 186801:14 2:6 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:16629:6027,Shigella flexneri (taxid 623),301,2:2 562:5 0:11 2:3 0:33 40323:5 0:5 40323:11 2:5 32033:1 0:1 32033:1 0:29 2:2 0:31 623:19 0:5 1224:3 0:29 347534:2 2:17 935293:1 2:9 0:24 543:2 0:5 2:2 0:4
C,M01771:9:000000000-L7C7K:1:1105:20779:6027,Simiaoa sunii (taxid 2763672),301,2:1 562:6 91347:5 2:25 186801:6 2:10 186801:1 2:52 1239:14 207244:5 0:25 186803:1 0:1 2763672:3 186803:12 2763672:1 186803:3 186801:5 186803:1 186801:7 186803:5 2763672:1 186803:5 2763672:5 186803:3 2763672:5 186803:3 2763672:1 186803:6 186801:1 2:1 186801:7 2:8 186801:2 2:25 131567:5
C,M01771:9:000000000-L7C7K:1:1105:11750:6027,Treponema peruense (taxid 2787628),301,2:1 562:1 0:10 1236:2 2:6 0:10 216572:7 1612173:1 0:16 2:3 216572:1 2:7 0:2 216572:5 1239:9 2:22 544448:3 0:2 31969:5 216572:2 0:7 1229621:5 0:11 1843210:1 0:21 1236:1 0:1 2:11 0:18 2787628:5 136:8 2787628:9 136:3 2:19 157:2 2:5 157:13 131567:5 157:3 2:4
C,M01771:9:000000000-L7C7K:1:1105:24297:6027,Limnospira indica BM01 (taxid 2760438),301,2:3 0:24 544448:1 0:48 2:5 0:5 2:15 1783272:4 2760438:4 3028117:5 2760438:1 0:10 3028117:5 0:87 2:3 29447:8 2:16 0:6 3028117:1 336810:1 0:5 2:5 0:2 2:3
C,M01771:9:000000000-L7C7K:1:1105:13285:6027,Blautia obeum ATCC 29174 (taxid 411459),301,2:1 562:6 91347:5 2:94 1239:14 186801:8 411459:11 1239:4 411459:18 186801:7 2:3 186801:8 411459:21 186803:3 411459:5 572511:3 411459:1 572511:5 186801:2 2:1 186801:7 2:8 186801:2 2:25 131567:5
C,M01771:9:000000000-L7C7K:1:1105:22732:6027,Escherichia coli (taxid 562),301,2:1 131567:1 2:3 131567:7 2:67 0:10 1392:1 0:18 2:34 562:7 2:4 562:2 2:5 562:7 131567:1 2:3 131567:5 2:53 131567:8 2:18 131567:5 2:7
C,M01771:9:000000000-L7C7K:1:1105:5738:6028,Dermatobacter hominis (taxid 2884263),301,131567:4 0:3 2:7 0:5 2:3 0:23 2884263:1 0:12 633392:1 0:1 633392:5 0:9 2:2 1760:5 0:5 2:15 1760:4 0:3 2571030:2 0:5 2884263:2 0:52 2884263:8 0:21 2884263:7 2994490:4 2:5 201174:5 2884263:1 201174:10 2006:4 0:4 2884263:1 2:1 2884263:3 84998:1 2:21 131567:2
C,M01771:9:000000000-L7C7K:1:1105:10564:6028,Segatella copri (taxid 165179),301,1351:2 0:5 171552:22 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:8 0:13 165179:3 0:10 165179:5 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:5
C,M01771:9:000000000-L7C7K:1:1105:26472:6028,Bacteroides helcogenes P 36-108 (taxid 693979),301,2:1 131567:5 2:15 0:8 693979:5 0:27 1573825:1 0:5 171549:3 200643:3 171549:10 2:1 171549:4 976:5 2:14 171549:3 976:2 171549:7 909656:8 0:24 816:5 0:2 2136147:2 818:3 2:22 0:27 838:7 0:2 815:1 693979:1 2:1 171549:2 2:33 131567:5 2:3
C,M01771:9:000000000-L7C7K:1:1105:21917:6028,Emticicia oligotrophica DSM 17448 (taxid 929562),301,0:90 2:2 171549:1 2:4 562:5 929562:4 0:2 577309:1 0:107 1783272:5 0:1 1783272:3 0:6 2:5 1457365:2 1670830:1 2:7 1783270:5 68336:2 2:5 562:2 2:5 562:2
C,M01771:9:000000000-L7C7K:1:1105:16646:6028,Segatella hominis (taxid 2518605),301,0:4 131567:3 171552:1 2:2 171552:24 2974251:6 2518605:3 171552:5 2518605:5 171552:5 2518605:1 171552:5 2974251:1 171552:5 2:43 0:7 2974251:5 0:8 2518605:2 0:31 2518605:20 2974251:5 2518605:3 2974251:4 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12
C,M01771:9:000000000-L7C7K:1:1105:5627:6028,Faecalibacterium prausnitzii (taxid 853),301,0:14 2:132 216851:5 2:5 216851:2 2:4 216851:18 2:3 853:34 2:12 0:3 216851:5 0:3 216851:5 0:22
C,M01771:9:000000000-L7C7K:1:1105:11413:6028,Segatella copri (taxid 165179),301,0:1 2:5 0:12 171552:15 2974251:6 165179:12 171549:1 165179:11 2974251:1 2:48 165179:7 2974251:5 165179:1 0:15 165179:5 0:3 165179:5 0:5 165179:5 2974251:1 171552:1 165179:5 171552:1 165179:1 2974251:5 165179:5 171552:3 2974251:5 165179:1 2974251:6 171552:7 2974251:9 171552:11 2:9 171552:8 171549:4 171552:8 171549:1 171552:12 2:1
C,M01771:9:000000000-L7C7K:1:1105:19895:6028,Rubrobacter xylanophilus (taxid 49319),301,0:78 3135646:5 0:5 2:16 1783272:2 0:114 1783272:3 0:4 49319:5 1783272:2 0:2 1670830:1 2:4 0:2 2:1 1783270:7 2:5 131567:5 2:6
